id,module,code,subtopic,type,archetype,difficulty,depth,reviewStatus,version,correctAnswers,stem
G-KERNSEL-019,graph_opt_schedule,G,Kernel selection,single,precise_definition,2,textbook,agent_reviewed,1,B,"In deep-learning compilers, 'kernel selection' typically refers to which activity?"
G-LAYOUT-014,graph_opt_schedule,G,Layout transformation / NCHW vs. NHWC on GPU,single,performance_diagnosis,3,systems,agent_reviewed,1,C,"Switching the tensor layout from NCHW to NHWC for a Conv2D on Ampere doubles Tensor Core utilization in the profile above. Which explanation is most accurate?"
G-LOOPFISS-007,graph_opt_schedule,G,Loop fission / Motivations and pitfalls,multiple,concept_boundary,3,implementation,agent_reviewed,1,B|C|D,"Loop fission (loop distribution) splits one loop body into two loops with the same iteration space. Which of the following are legitimate motivations for loop fission in a numerical / tensor pipeline? (Select all that apply.)"
G-LOOPFUSE-006,graph_opt_schedule,G,Loop fusion / Legality by dependence,single,ir_transformation,3,implementation,agent_reviewed,1,A,"The proposed fusion above tries to combine a producer loop and a consumer loop into one. Is the fused loop semantically equivalent to the original, and why?"
G-MEMPLAN-015,graph_opt_schedule,G,Memory planning / Buffer reuse,single,precise_definition,2,textbook,agent_reviewed,1,D,"In a static tensor-program compiler (e.g., XLA, TVM Relax, TensorRT), 'memory planning' with 'buffer reuse' refers to which activity?"
G-METASCHED-023,graph_opt_schedule,G,MetaSchedule / Design intent,multiple,paper_design_intent,4,research,agent_reviewed,1,A|B|C,"The MetaSchedule / Ansor design line replaced hand-written schedule templates with an automatic pipeline. Which of the following are TRUE about the design motivations of that line? (Select all that apply.)"
G-PARALLEL-013,graph_opt_schedule,G,Parallelization / Legality,multiple,concept_boundary,3,implementation,agent_reviewed,1,A|C|D,"Which of the following are TRUE preconditions for a compiler to legally parallelize a loop's iterations (e.g., `#pragma omp parallel for`, or emit them as independent CUDA threads/blocks)? (Select all that apply.)"
G-PORTABILITY-026,graph_opt_schedule,G,Performance portability / Scope of claims,multiple,concept_boundary,4,research,agent_reviewed,2,A|C|D,"A compiler team claims that its scheduler achieves 'performance portability' across CPU, NVIDIA GPU, and AMD GPU targets for a workload. Which of the following are TRUE about the scope and preconditions of such a claim? (Select all that apply.)"
G-RECOMP-016,graph_opt_schedule,G,Recomputation / Activation checkpointing,multiple,concept_boundary,3,systems,agent_reviewed,1,A|B|E,"Activation recomputation (a.k.a. gradient / activation checkpointing) trades extra forward FLOPs at backward time for reduced peak activation memory. Which of the following statements about the trade-off are TRUE? (Select all that apply.)"
G-REORDER-010,graph_opt_schedule,G,Loop reordering / GEMM ikj vs. ijk,single,ir_transformation,3,implementation,agent_reviewed,1,D,"Two loop orderings of naive GEMM are shown. All matrices are row-major FP32. Compared to Order 1 (ijk), which correctly describes Order 2 (ikj)?"
G-SEARCHSP-022,graph_opt_schedule,G,Template-based vs. template-free schedule search,single,concept_boundary,3,research,agent_reviewed,1,C,"AutoTVM (template-based) and Ansor (template-free) both search for a good schedule of a tensor program, but they differ in what constitutes the search space. Which contrast is correct?"
G-SHAPESPEC-018,graph_opt_schedule,G,Shape specialization / Dynamic shape,multiple,concept_boundary,3,systems,agent_reviewed,1,A|B|E,"Consider a compiler that must handle both fully shape-specialized compilation (one compiled artifact per shape combination) and dynamic-shape compilation (one artifact valid across a shape range). Which of the following statements are TRUE? (Select all that apply.)"
G-TILE-008,graph_opt_schedule,G,Tiling / Cache-blocking sizing,single,formula_performance,3,implementation,agent_reviewed,1,D,"A GEMM inner kernel `C_tile += A_tile * B_tile` uses square tiles of size `T×T` (FP32) for all three matrices. The target on-chip buffer (L1 cache line budget or GPU shared memory partition) available for this kernel is 48 KB. What is the largest tile size `T` (integer) such that the three tiles fit simultaneously in the 48 KB budget?"
G-TILE-009,graph_opt_schedule,G,Tiling / Too-small vs. too-large trade-offs,single,performance_diagnosis,3,systems,agent_reviewed,1,A,"An autotuned GEMM tile of block=128×128 is optimal at M=N=K=4096 but regresses to 34% TC utilization at M=N=K=1024. Retuning with block=64×64 recovers to 71%. Which trade-off is the primary cause?"
G-TRANSFERTUNE-030,graph_opt_schedule,G,Transfer tuning / When learned cost model transfers,single,performance_diagnosis,3,research,agent_reviewed,1,B,"The transfer-tuning experiment above shows that reusing a tuned cost model helps in some cases but not others. Which is the best-supported explanation?"
G-TVMSCHED-028,graph_opt_schedule,G,TensorIR / Schedule primitives,multiple,ir_transformation,3,implementation,agent_reviewed,2,B|C|D,"Which of the following statements about the TensorIR schedule primitives above are TRUE? (Select all that apply.)"
G-UNROLL-011,graph_opt_schedule,G,Loop unrolling / When it hurts,single,concept_boundary,3,implementation,agent_reviewed,2,D,"Loop unrolling is often described as a 'free' optimization that reduces loop-overhead instructions. Which situation most clearly illustrates when unrolling is counter-productive?"
G-VECTOR-012,graph_opt_schedule,G,Vectorization / Preconditions,single,code_implementation,3,implementation,agent_reviewed,1,B,"The loop above is a candidate for 8-lane FP32 SIMD vectorization on an AVX2-like unit. Which is the correct summary of its vectorizability?"
H-ACCUM-007,quantization,H,Accumulation precision / Mixed precision Tensor Core,multiple,concept_boundary,3,implementation,agent_reviewed,2,A|C|D,"Regarding mixed-precision GEMM on NVIDIA Tensor Cores (e.g., FP16 or BF16 inputs with an FP32 accumulator), which of the following statements are TRUE? (Select all that apply.)"
H-ACCUM-008,quantization,H,Accumulation precision / Small-magnitude loss,single,code_implementation,3,implementation,agent_reviewed,1,D,"The naive FP16 reduction can lose small-magnitude terms after the running sum grows large. Which explanation of the phenomenon and the rewrite is CORRECT?"
H-AWQ-021,quantization,H,AWQ / Design intent,multiple,paper_design_intent,4,research,agent_reviewed,1,A|B|C,"AWQ (Lin et al., MLSys 2024) achieves state-of-the-art W4A16 accuracy on LLMs. Which statements about AWQ's design are TRUE? (Select all that apply.)"
H-CALIB-017,quantization,H,Calibration / MinMax vs Percentile vs KL,multiple,concept_boundary,3,implementation,agent_reviewed,2,B|C|D,"For PTQ activation calibration to INT8, which of the following statements about MinMax, Percentile (e.g., 99.9%), and KL-divergence (entropy) calibration are TRUE? (Select all that apply.)"
H-DEQ-029,quantization,H,Dequantization / In-register dequant for W4A16,single,code_implementation,3,implementation,agent_reviewed,1,B,"The W4A16 inner-loop pseudo-code above shows the standard 'dequant-in-register' sequence. Which is a correct description of what it does and why it works with FP16 Tensor Cores?"
H-DTYPE-001,quantization,H,Floating-point formats / Exponent + mantissa,single,precise_definition,2,textbook,agent_reviewed,1,B,"Which row correctly gives the (sign, exponent, mantissa) bit widths for FP32, FP16, and BF16 respectively?"
H-DTYPE-002,quantization,H,FP16 vs BF16 / Precision vs range trade-off,single,concept_boundary,3,implementation,agent_reviewed,2,C,"A team is training a large language model and hits gradient underflow at some layers when using FP16 with dynamic loss scaling barely keeping activations in range. Which statement about switching to BF16 is correct?"
H-DTYPE-003,quantization,H,TF32 / Definition and scope,single,precise_definition,2,textbook,agent_reviewed,1,D,"TF32 (TensorFloat-32) is a numerical format used by NVIDIA Tensor Cores starting with Ampere. Which best describes TF32?"
H-DYN-014,quantization,H,Dynamic vs. static quantization,single,concept_boundary,3,implementation,agent_reviewed,1,C,"'Dynamic quantization' and 'static quantization' of activations differ in a specific way. Which statement is correct?"
H-FAKE-016,quantization,H,Fake quantization forward,single,code_implementation,3,implementation,agent_reviewed,2,C,"The function above is intended as a symmetric fake-quantization forward for QAT (values quantized to the INT8 grid, then dequantized to FP, so that downstream layers see the quantization noise while gradients can still flow). Is the implementation correct and, if so, what is the standard trick required to make its gradient useful during training?"
H-FP8-004,quantization,H,FP8 formats / E4M3 vs E5M2,multiple,concept_boundary,3,implementation,agent_reviewed,1,A|B|C,"NVIDIA Hopper Tensor Cores support two FP8 formats: E4M3 (4-bit exponent, 3-bit mantissa) and E5M2 (5-bit exponent, 2-bit mantissa). Which of the following statements about their intended uses and trade-offs are TRUE? (Select all that apply.)"
H-FP8ACCUM-032,quantization,H,FP8 mul + FP32 accum on Hopper,multiple,performance_diagnosis,4,systems,agent_reviewed,2,A|C|D,"On Hopper Tensor Cores, FP8 (E4M3/E5M2) matmul is a common training precision. Which of the following statements about the FP8 GEMM numerical pipeline are TRUE? (Select all that apply.)"
H-GEMM-022,quantization,H,INT8 GEMM / Compute vs. bandwidth,single,performance_diagnosis,3,systems,agent_reviewed,1,C,"On A100, INT8 GEMM has ~2× the FP16 Tensor Core throughput, yet Case 2 (M=1) shows INT8 no faster than FP16. What is the correct explanation?"
H-GPTQ-020,quantization,H,GPTQ / Design intent,single,paper_design_intent,4,research,agent_reviewed,1,A,"GPTQ (Frantar et al., ICLR 2023) is a PTQ algorithm that quantizes LLM weights to INT4 with small accuracy loss. Which best captures its central technique?"
H-GRAN-011,quantization,H,Quantization granularity / Per-tensor vs per-channel vs per-group,multiple,concept_boundary,3,systems,agent_reviewed,1,A|B|C,"For quantizing an FP16 weight matrix `W` of shape `[out_channels, in_channels]` to INT8/INT4 for a subsequent quantized GEMM, which of the following statements about quantization granularity are TRUE? (Select all that apply.)"
H-GRAN-012,quantization,H,Per-channel scale broadcasting / Code,single,code_implementation,3,implementation,agent_reviewed,2,B,"The intended semantics is: for each row `i` of `W_int8`, multiply the entire row by `scale[i]`. Given `W_int8.shape == (out, in)` and `scale.shape == (out,)`, does the expression `W_int8.to(torch.float16) * scale` produce the correct result under standard broadcasting rules?"
H-INT-005,quantization,H,INT8 / INT4 dynamic range,single,precise_definition,2,textbook,agent_reviewed,1,C,"For symmetric quantization to signed integers, which pair correctly gives the representable range of INT8 and INT4 (using the symmetric convention that restricts the value range to be symmetric around zero, i.e., [-127, 127] and [-7, 7])?"
H-INT4KV-035,quantization,H,INT4 KV cache / Aggressive KV quantization,multiple,performance_diagnosis,4,systems,agent_reviewed,2,A|C|D,"Which of the following statements about aggressive INT4 KV cache quantization (relative to FP16 or INT8 KV) are TRUE? (Select all that apply.)"
H-KERN-028,quantization,H,Kernel availability / INT4 across GPU generations,multiple,concept_boundary,3,systems,agent_reviewed,1,A|B|C,"For quantized inference kernels, which of the following are TRUE about hardware / kernel availability across NVIDIA GPU generations? (Select all that apply.)"
H-KVQ-025,quantization,H,KV cache quantization / Goal,single,precise_definition,2,systems,agent_reviewed,1,D,"In LLM inference serving, 'KV cache quantization' primarily targets which resource?"
H-KVQ-026,quantization,H,KV cache INT8 / Accuracy trade-off,single,performance_diagnosis,4,systems,agent_reviewed,1,A,"The experiment above shows a small accuracy drop for INT8 KV at 32K context but none at 4K. Which is the best-supported reading?"
H-KVQ-027,quantization,H,KV cache quantization / Attention kernel compatibility,multiple,concept_boundary,3,systems,agent_reviewed,2,A|B|D,"For KV cache quantization to deliver both memory-footprint and memory-bandwidth savings in attention, which of the following statements about kernel support are TRUE? (Select all that apply.)"
H-MEMTRAFFIC-024,quantization,H,W4A16 memory traffic / Decode analysis,single,performance_diagnosis,3,systems,agent_reviewed,2,C,"Based on the memory-traffic estimate above, what is the primary reason W4A16 accelerates batch-1 LLM decode, and by roughly what factor is weight-load traffic reduced?"
H-MIXED-023,quantization,H,Mixed precision / Master weights / Accumulation dtype,multiple,concept_boundary,3,implementation,draft,2,A|C|D,"Standard mixed-precision (FP16 with FP32 master weights) DNN training on GPU has several dtype roles. Which of the following statements are TRUE? (Select all that apply.)"
H-OUTLIER-018,quantization,H,Outliers / Per-tensor calibration failure,single,performance_diagnosis,4,research,agent_reviewed,1,B,"Per-tensor MinMax INT8 quantization on this LLM layer collapses accuracy. Which explanation is most accurate?"
H-OVERFLOW-006,quantization,H,FP16 accumulation overflow / Saturation,single,performance_diagnosis,3,implementation,agent_reviewed,1,A,"An FP16 GEMM with K = 4096 and FP16 accumulation produces INF entries in the output. Switching to an FP32 accumulator fixes the issue. What is the correct explanation?"
H-PTQ-015,quantization,H,PTQ vs QAT,single,precise_definition,2,textbook,agent_reviewed,1,D,"'Post-training quantization' (PTQ) and 'quantization-aware training' (QAT) refer to which distinction?"
H-QAT-033,quantization,H,QAT / Straight-through estimator,single,concept_boundary,3,research,agent_reviewed,1,C,"In quantization-aware training (QAT), the 'straight-through estimator' (STE) is used to backprop through fake-quant ops. Which best describes STE and its limitations?"
H-ROUND-030,quantization,H,Rounding modes / RNE vs stochastic,single,precise_definition,2,implementation,agent_reviewed,1,B,"Two commonly discussed rounding modes for quantization are round-half-to-even (RNE) and stochastic rounding. Which pair correctly describes them?"
H-SATURATE-031,quantization,H,Saturation vs wrap-around,single,concept_boundary,3,implementation,agent_reviewed,1,B,"During INT8 quantization, a value exceeds the representable range (e.g., quantize(x/s) = 200 > 127). Which is the correct comparison of saturation vs. wrap-around handling?"
H-SCALE-009,quantization,H,Scale / Zero point / Basic quantization mapping,single,precise_definition,2,textbook,agent_reviewed,1,B,"For an affine (asymmetric) quantizer with scale `s > 0` and zero-point `z` mapping real value `x` to integer `q`, which pair correctly gives the quantize and dequantize formulas?"
H-SMOOTH-019,quantization,H,SmoothQuant / Design intent,single,paper_design_intent,4,research,agent_reviewed,1,C,"SmoothQuant enables W8A8 quantization for LLMs where naive per-tensor activation quantization fails due to outliers. Which best describes its central technique?"
H-SYMM-010,quantization,H,Symmetric vs. asymmetric quantization,single,code_implementation,2,implementation,agent_reviewed,2,B,"The two quantizers above map an FP32 tensor to INT8 (symmetric) or UINT8 (asymmetric). Which comparison is correct?"
H-TRTLLM-034,quantization,H,W4A16 group size / Metadata vs accuracy trade-off,single,performance_diagnosis,4,systems,agent_reviewed,1,A,"The perplexity trend above shows finer group sizes yield better accuracy but with rising metadata cost. Which is the correct reading of the trade-off?"
H-WQUANT-013,quantization,H,Weight-only vs. weight-activation quantization,multiple,concept_boundary,3,systems,agent_reviewed,1,C|D,"Consider three inference quantization schemes: (i) weight-only INT4 with FP16 activations (W4A16), (ii) weight-only INT8 with FP16 activations (W8A16), (iii) full W8A8 (weights AND activations INT8). Which statements are TRUE? (Select all that apply.)"
I-ATTBACK-025,core_ops_attention,I,Attention backward / Memory footprint and recomputation,multiple,code_implementation,4,systems,draft,2,A|B|C,"Consider the backward pass of standard attention O = softmax(Q @ K^T / sqrt(d)) @ V for shapes Q, K, V ∈ [B, H, N, d]. Select all correct statements about activation memory and recomputation. (Choose all that apply.)"
I-CONV-016,core_ops_attention,I,Convolution / Direct vs im2col-GEMM,single,concept_boundary,3,implementation,agent_reviewed,1,A,"Compare two implementation strategies for a standard 2D convolution: (1) direct convolution kernel that computes each output pixel with its own R*S*C-tap sum; (2) im2col followed by cuBLAS/GEMM. Which comparison is correct?"
I-EMB-017,core_ops_attention,I,Embedding lookup / Gather kernel,single,concept_boundary,2,implementation,agent_reviewed,1,D,"The input embedding layer takes an int64 index tensor [B, N] and gathers rows from a weight table [V, D] (vocabulary V, hidden dim D). Which characterization of this kernel is correct?"
I-EPILOGUE-024,core_ops_attention,I,GEMM epilogue fusion / Bias + activation + norm,multiple,code_implementation,3,implementation,agent_reviewed,2,B|D,"A GEMM Y = X @ W is followed by (i) bias add, (ii) elementwise activation (GELU), (iii) RMSNorm along the last axis. Select all statements about fusing these into a GEMM epilogue that are correct. (Choose all that apply.)"
I-FFT-023,core_ops_attention,I,FFT / Custom operator characteristics,multiple,concept_boundary,4,implementation,agent_reviewed,1,A|B|D,"A model uses a 1D FFT of length N (with N a power of two) as a custom operator inside a layer. Select all correct statements about this operator on GPU. (Choose all that apply.)"
I-FLASH-005,core_ops_attention,I,FlashAttention / IO complexity and backward recomputation,single,concept_boundary,3,research,agent_reviewed,1,A,"Which statement most accurately describes the algorithmic contribution of FlashAttention (as an exact attention algorithm)?"
I-FLASHIO-006,core_ops_attention,I,FlashAttention / HBM traffic analysis of attention,single,systems_dataflow,4,systems,agent_reviewed,1,D,"Compare the HBM traffic of naive attention (which explicitly materializes S = QK^T in HBM before softmax and O = softmax(S)V) with FlashAttention over a single (B=1, H=1) head with sequence length N and head dim d = 64. Which comparison is correct?"
I-FLASHPROP-026,core_ops_attention,I,FlashAttention / Design properties and non-implications,multiple,paper_design_intent,4,research,agent_reviewed,2,B|C|D,"Select all statements about FlashAttention that are correct at the algorithm-and-analysis level (i.e., independent of any specific paper wall-clock number). (Choose all that apply.)"
I-FUSEDMLP-014,core_ops_attention,I,Fused MLP / Activation fusion boundary,single,systems_dataflow,3,implementation,agent_reviewed,1,A,"A standard MLP block computes y = down(activation(up(x))) with intermediate size F. For x shape [B, N, D] and F > D, which fusion strategy is most consistent with how modern LLM inference kernels are structured?"
I-FUSEDPROP-030,core_ops_attention,I,Fused kernels / Benefits and boundary conditions,multiple,concept_boundary,3,implementation,agent_reviewed,2,B|C|D,"Select all correct statements about kernel fusion in transformer inference. (Choose all that apply.)"
I-FUSEDQKV-010,core_ops_attention,I,Fused QKV projection / GEMM merging,single,systems_dataflow,2,implementation,agent_reviewed,1,D,"A transformer implementation replaces three separate linear projections (X@W_Q, X@W_K, X@W_V) with a single fused GEMM X @ [W_Q | W_K | W_V] whose output is sliced into Q, K, V. Which characterization is correct?"
I-GEMM-001,core_ops_attention,I,GEMM / Tile size and shared-memory reuse,single,code_implementation,3,implementation,agent_reviewed,1,C,"A tiled GEMM kernel uses per-thread-block tiles M_TILE x N_TILE with a K-loop step of K_TILE, staging A and B fragments in shared memory. Which statement about arithmetic intensity is correct?"
I-GEMV-002,core_ops_attention,I,GEMV / Memory-bound characterization,single,formula_performance,2,systems,agent_reviewed,1,A,"For y = A @ x where A is [M, N] and x is [N], both FP16, what is the correct classification of a well-implemented GEMV on modern GPUs, and why?"
I-GGEMM-021,core_ops_attention,I,Grouped GEMM / MoE batched execution,single,systems_dataflow,4,systems,agent_reviewed,1,D,"In a sparse MoE layer with E experts, after routing each expert i receives n_i tokens (n_i variable, sum n_i = k * B * N). Which choice best describes Grouped GEMM and why it is used?"
I-GQA-008,core_ops_attention,I,GQA / Compute vs memory trade-off across variants,multiple,concept_boundary,3,systems,agent_reviewed,1,A|C,"Select all statements that are correct about GQA (Grouped Query Attention) relative to MHA and MQA. (Choose all that apply.)"
I-KVCACHE-009,core_ops_attention,I,KV Cache / Read-write pattern in prefill vs decode,single,systems_dataflow,3,systems,agent_reviewed,1,D,"Consider a decoder-only transformer running (a) prefill on an input of length P, then (b) autoregressive decode for T new tokens. For a single attention layer with H_kv KV heads and head dim d, which characterization of KV cache HBM traffic is correct?"
I-KVDF-029,core_ops_attention,I,KV cache dataflow / Layout and bandwidth,multiple,systems_dataflow,4,systems,agent_reviewed,2,A|B|D,"Consider one decode step for a batch of B sequences, each of length seq_len (varying). Select all correct statements about KV-cache dataflow inside a single attention layer. (Choose all that apply.)"
I-MHAMQA-007,core_ops_attention,I,MHA vs MQA vs GQA / KV cache footprint,single,systems_dataflow,3,systems,agent_reviewed,1,B,"A transformer has H query heads and head dim d. Which comparison of per-token KV-cache size and decode-time HBM traffic is correct? (K and V each contribute one head dim per KV head.)"
I-MOEPROP-028,core_ops_attention,I,MoE / Compute, parameter, and imbalance properties,multiple,concept_boundary,3,systems,agent_reviewed,2,C|D,"A top-2 MoE model with E=8 experts replaces a dense FFN block. Select all correct statements. (Choose all that apply.)"
I-MOEROUT-020,core_ops_attention,I,MoE / Top-k routing and dispatch,single,systems_dataflow,3,systems,agent_reviewed,1,A,"In a top-k MoE MLP layer with E experts, each token is routed to k experts based on a gating network. Which description of the dataflow is correct?"
I-ONLINESM-004,core_ops_attention,I,Online Softmax / One-pass streaming reduction,single,code_implementation,4,implementation,agent_reviewed,1,A,"An online softmax algorithm streams over a row in tiles B_1, B_2, .... After processing tile B_t it maintains a running max m_t and a running denominator d_t such that d_t = sum_{i in B_1..t} exp(x_i - m_t). Which update rule is correct when a new tile B_{t+1} arrives with local max m' and local denominator d' = sum_{i in B_{t+1}} exp(x_i - m')?"
I-REDUCE-015,core_ops_attention,I,Reduction / Warp shuffle vs shared-memory tree,single,code_implementation,3,implementation,agent_reviewed,1,B,"A CUDA kernel needs to sum an array of length N per thread block (block size 256, 8 warps of 32 threads). Which implementation strategy is standard and correct?"
I-RMSPROP-027,core_ops_attention,I,RMSNorm / Kernel structure and non-implications,multiple,concept_boundary,3,implementation,agent_reviewed,2,A|B,"Select all correct statements about RMSNorm y = x * rsqrt(mean(x^2) + eps) * g. (Choose all that apply.)"
I-RMSVSLN-011,core_ops_attention,I,RMSNorm vs LayerNorm / Compute and memory pattern,single,concept_boundary,2,implementation,agent_reviewed,1,C,"Compare a per-row RMSNorm — y = x * rsqrt(mean(x^2) + eps) * g — with LayerNorm — y = (x - mean(x)) / sqrt(var(x) + eps) * g + b. Which comparison of reductions and memory is correct?"
I-ROPE-012,core_ops_attention,I,RoPE / Rotary position embedding computation,single,concept_boundary,3,implementation,agent_reviewed,1,C,"Rotary Position Embedding (RoPE) is applied to Q and K in an attention layer. Which characterization of RoPE's computation and dataflow is correct?"
I-SAMPLE-019,core_ops_attention,I,Sampling / Temperature and top-p (nucleus),single,precise_definition,2,implementation,agent_reviewed,1,B,"Which description of temperature (T) and top-p (nucleus, p) sampling for LLM decoding is correct?"
I-SOFTMAX-003,core_ops_attention,I,Softmax / Numerical stability via max subtraction,single,code_implementation,2,implementation,agent_reviewed,1,A,"The 'safe softmax' formulation is softmax(x)_i = exp(x_i - m) / sum_j exp(x_j - m) where m = max_j x_j. Which statement about this formulation is correct?"
I-SPARSE-022,core_ops_attention,I,Sparse vs dense kernel boundary / When sparsity pays,multiple,concept_boundary,4,systems,agent_reviewed,3,B|D,"Select all statements that correctly characterize the boundary between sparse and dense GPU kernels. (Choose all that apply.)"
I-SWIGLU-013,core_ops_attention,I,SwiGLU MLP / Parameter count and compute,single,concept_boundary,3,implementation,agent_reviewed,1,A,"The SwiGLU MLP block used in Llama-style LLMs computes y = (silu(x @ W_gate) * (x @ W_up)) @ W_down where W_gate, W_up are [D, F] and W_down is [F, D]. Which characterization is correct?"
I-TOPK-018,core_ops_attention,I,Top-k / Sampling primitive on GPU,single,concept_boundary,3,implementation,agent_reviewed,1,A,"An LLM sampler needs to compute the top-k tokens per batch row over a [B, V] logits tensor, where V is typically 32K-200K and k is small (e.g. 50). Which GPU strategy is most appropriate?"
J-CBATCH-004,llm_inference,J,Continuous batching / Iteration-level scheduling,single,systems_dataflow,3,systems,agent_reviewed,1,B,"Continuous batching (also called iteration-level batching, as introduced by Orca and used by vLLM) is compared to static request-level batching. Which description of its main mechanism and benefit is correct?"
J-CBPROP-022,llm_inference,J,Continuous batching properties / Trade-offs,multiple,concept_boundary,3,systems,agent_reviewed,1,A|D,"Select all correct statements about continuous (iteration-level) batching in LLM serving. (Choose all that apply.)"
J-CHUNKPRE-008,llm_inference,J,Chunked prefill / Prefill-decode interleaving,single,systems_dataflow,3,systems,agent_reviewed,1,A,"Chunked prefill in modern LLM serving systems addresses which problem, and how?"
J-CUDAGRAPH-015,llm_inference,J,CUDA Graph / Decode-step capture,single,concept_boundary,3,systems,agent_reviewed,1,D,"Which characterization of CUDA Graphs in LLM inference is correct?"
J-DECDIAG-026,llm_inference,J,Decode performance diagnosis / Memory-bandwidth bound,multiple,performance_diagnosis,3,systems,agent_reviewed,1,A|C|D,"The following profile is collected for a single decode step at batch size 1 on a Llama-2-13B model on A100 80GB. Which mitigations are consistent with the bottleneck and select those that would concretely reduce TPOT. (Choose all that apply.)"
J-DIAG-021,llm_inference,J,TTFT and TPOT diagnosis / Metric decomposition,multiple,performance_diagnosis,4,systems,agent_reviewed,1,A|B|D,"A team observes the following per-request metrics under moderate load. Select all diagnoses that are consistent with the data. (Choose all that apply.)"
J-DISAG-029,llm_inference,J,Disaggregated serving / Properties and trade-offs,multiple,concept_boundary,4,research,agent_reviewed,2,A|C,"Select all correct statements about disaggregated prefill/decode serving. (Choose all that apply.)"
J-DISAGG-019,llm_inference,J,Disaggregated prefill/decode / Split serving architecture,single,systems_dataflow,4,research,agent_reviewed,1,B,"Disaggregated prefill/decode (as in DistServe / SplitWise / TRT-LLM disagg mode) serves prefill and decode on different physical GPU pools. What is the primary motivation?"
J-DYNBATCH-005,llm_inference,J,Dynamic vs continuous batching / Diagnosis,single,performance_diagnosis,3,systems,agent_reviewed,1,A,"A serving stack uses dynamic batching (each 'batch' completes fully before the next batch starts). The following aggregated metrics are observed for a workload with heterogeneous output lengths. What is the correct diagnosis?"
J-EP-014,llm_inference,J,Expert parallelism and sequence parallelism / Purposes and dataflow,single,concept_boundary,4,systems,agent_reviewed,1,A,"Which comparison of Expert Parallelism (EP) and Sequence Parallelism (SP) is correct?"
J-FAIRTHR-030,llm_inference,J,Multi-tenancy fairness / Diagnosis and levers,multiple,performance_diagnosis,4,systems,agent_reviewed,2,A|B|D,"Multi-tenant serving of an LLM shows the following per-user metrics under load. Which mitigations would reduce the unfairness without regressing aggregate throughput below the load's floor. (Choose all that apply.)"
J-FRAG-018,llm_inference,J,KV cache fragmentation / Paged vs contiguous allocator,single,performance_diagnosis,3,systems,agent_reviewed,1,D,"A serving stack allocates KV cache as contiguous per-sequence slabs sized to each request's max_new_tokens. Diagnose the memory behavior described below."
J-FUSION-016,llm_inference,J,LLM kernel fusion / Serving stack fused kernels,single,concept_boundary,3,systems,agent_reviewed,1,D,"Which set of kernel fusions is typical in a production LLM inference stack such as vLLM or TensorRT-LLM?"
J-KVCAP-007,llm_inference,J,KV cache capacity / Memory budget arithmetic,single,performance_diagnosis,3,systems,agent_reviewed,1,C,"Model configuration: 32 layers, H_kv = 8 KV heads, head_dim = 128, FP16 KV. The model weights occupy 26 GB on an 80 GB GPU. Which computation of KV cache capacity and its implication is correct?"
J-LONGCTX-025,llm_inference,J,Long context serving / KV bandwidth and capacity,multiple,concept_boundary,4,systems,agent_reviewed,1,A|C,"Select all statements that correctly characterize challenges specific to long-context (say 32K+ token) LLM serving. (Choose all that apply.)"
J-OOM-028,llm_inference,J,KV cache OOM / Diagnosis and mitigations,multiple,performance_diagnosis,4,systems,agent_reviewed,2,B|C|D,"A vLLM deployment on an 80GB GPU running Llama-3-70B (with GQA, 8 KV heads) is throwing frequent 'KV cache full' preemptions. Prompt/output stats and observed metrics: (Select all mitigations that would concretely reduce OOM/preemption rates.)"
J-PAGED-006,llm_inference,J,Paged KV Cache / Memory abstraction,single,systems_dataflow,3,systems,agent_reviewed,1,D,"vLLM's PagedAttention introduces a paged KV cache. Which description of the abstraction and its primary motivation is correct?"
J-PAGEDATT-020,llm_inference,J,PagedAttention kernel / Block-table indirection,single,systems_dataflow,4,systems,agent_reviewed,1,A,"The PagedAttention kernel differs from a standard FlashAttention kernel primarily in how it accesses KV cache. Which characterization is correct?"
J-PAGEDDES-024,llm_inference,J,PagedAttention design / Fixed-size blocks and sharing,multiple,systems_dataflow,4,systems,agent_reviewed,2,A|C|D,"Select all correct statements about PagedAttention's design. (Choose all that apply.)"
J-PDCOMP-001,llm_inference,J,Prefill vs decode / Compute vs memory characterization,single,concept_boundary,2,systems,agent_reviewed,1,C,"Which characterization of prefill vs decode in a batch-1 LLM inference is correct?"
J-PP-013,llm_inference,J,Pipeline parallelism / Layer partition and bubble,single,systems_dataflow,3,systems,agent_reviewed,1,A,"Pipeline parallelism (PP) with P stages splits a model's layers across P devices. Which characterization of PP for LLM inference is correct?"
J-PREFIX-009,llm_inference,J,Prefix caching / KV cache reuse across requests,single,systems_dataflow,3,systems,agent_reviewed,1,B,"Prefix caching (also called 'prompt caching' or 'radix cache' in SGLang) is a KV-cache reuse mechanism. Which description of its behavior and correctness conditions is correct?"
J-SCHED-017,llm_inference,J,Serving scheduler / Preemption and swapping,single,systems_dataflow,4,systems,agent_reviewed,1,B,"In a serving system running near KV-cache capacity, a burst of new prefill requests arrives. Which description of the scheduler's response is correct for vLLM-style continuous batching + paged KV?"
